text;classification
Test Failed.  https://jenkins.esgyn.com/job/Check-PR-master/162/;non_debt
"  [Test build #30100 has finished](https://amplab.cs.berkeley.edu/jenkins/job/SparkPullRequestBuilder/30100/consoleFull) for   PR 5031 at commit [`3e9ac16`](https://github.com/apache/spark/commit/3e9ac16a8e2e0bdd11f850428115bdc891874b1e).
- This patch **fails Scala style tests**.
- This patch merges cleanly.
- This patch adds no public classes.
- This patch does not change any dependencies.";non_debt
"Thanks for the review. Since we are adding a unit test, move the argument checking in checkArgs()
Edit: Since the existing tests are assuming that alter user entity type is valid with bootstrap server, revoke the change to the original place and test with the command entry point main()";non_debt
@xubo245 I thought that there is no need to add test cases for boolean type properties validation.Previous test cases is enough to this validation.;non_debt
Add new target style to apply clang-format style;non_debt
" * This patch **fails to build**.
 * This patch merges cleanly.
 * This patch adds no public classes.";non_debt
s/if only cares about/if you need only/;non_debt
"Update testng ver
Update testcontainers ver
Remove arquillian references
Remove jmockit references";non_debt
How about?;non_debt
SDV Build Success , Please check CI http://144.76.159.231:8080/job/ApacheSDVTests/3038/;non_debt
do you mean we support `DESCRIBE QUERY TABLE t`?;non_debt
"when add a parition with storage_cooldown_time property like this:
alter table tablexxx ADD PARTITION p20200421 VALUES LESS THAN(""1588262400"") (""storage_medium"" = ""SSD"", ""storage_cooldown_time"" = ""2020-05-01 00:00:00"")
and show partitions from tablexxx
the CooldownTime is wrong: 2610-02-17 10:16:40, and what is more, the storage migration is based on the wrong timestamp.
The reason is that the result of DateLiteral.getLongValue is not timestamp.";non_debt
"Apparent cause of failure
[incubator-brooklyn-pull-requests] $ /home/jenkins/tools/java/latest1.6/bin/java -Xmx26 -Xms256m -XX:MaxPermSize=512m -cp /home/jenkins/jenkins-slave/maven3-agent.jar:/home/jenkins/tools/maven/apache-maven-3.0.4/boot/plexus-classworlds-2.4.jar org.jvnet.hudson.maven3.agent.Maven3Main /home/jenkins/tools/maven/apache-maven-3.0.4 /x1/jenkins/jenkins-slave/slave.jar /home/jenkins/jenkins-slave/maven3-interceptor.jar /home/jenkins/jenkins-slave/maven3-interceptor-commons.jar 37905
Error occurred during initialization of VM
Incompatible minimum and maximum heap sizes specified
ERROR: Failed to launch Maven. Exit code = 1
Invalid configuration of Jenkins job";non_debt
will remove;non_debt
very cool.  however, as part of the simplification effort, i remove this altogether.  i'm only creating 1 dstream;non_debt
DISPATCH-1926: Added code to selectively allow deletion of http:yes lâ€¦;non_debt
"Restart JN with services up and running is not a good idea and can result in potential data loss.
Since we do not have server side ability to Stop All except ZK, here is new steps needed:
Stop All Services
Reconfigure
Install NN
Install ZKFC
Start ZK
Start JN
....
  21517 passing (34s)
  48 pending";non_debt
Merged build finished. All automated tests passed.;non_debt
Merged to Master;non_debt
Shouldn't you wait until all processors are running (have called onStart) before setting ApplicationStatus to running?;non_debt
SDV Build Fail , Please check CI http://144.76.159.231:8080/job/ApacheSDVTests/4737/;non_debt
LGTM too, the tests seem to have passed as well.;non_debt
Merged build finished. Test PASSed.;non_debt
" * This patch passes all tests.
 * This patch merges cleanly.
 * This patch adds no public classes.";non_debt
LGTM. I just had one question in the tests.;non_debt
Ack.;non_debt
"Now, for all hadoop related dependencies, we just use the single jar of flink-shaded-hadoop-2-uber, instead of depending on individual hadoop jars. It's much more convenient for users to use now.
To summarize all flink-connector-hive's dependencies, which are all of provided scope:
hive-metastore
hive-exec
flink-shaded-hadoop-2-uber
- adds a few more dependencies for HiveCatalog in flink-connector-hive to connect to a remote hive metastore service
We need to add end-to-end test in order to cover such work. cc @lirui-apache @zjuwangg";non_debt
"add extMsg when reproteror for containerinfo
use case :";non_debt
Fix regression in MKLDNN caused by PR 12019;non_debt
I'd like to close this for now. Wait for necessary change on statistics.;non_debt
"[AMBARI-25194] Increase the Agent cert validity to 3 years
Manually tested by updating the ca.config file.";non_debt
"+1 LGTM
I've found that this patch ran as expected on testing cluster.";non_debt
Build Success with Spark 2.2.1, Please check CI http://88.99.58.216:8080/job/ApacheCarbonPRBuilder/3125/;non_debt
The PR should be OK to be merged with just subset of tests as it does not modify Core of Airflow. The committers might merge it or can add a label 'full tests needed' and re-run it to run all tests if they see it is needed!;non_debt
"- Okay, I see why we don't want to have `println` lines in the example now. If it is just one line of code, I prefer putting it inside the example.
- This won't work on a distributed server. We need to collect them first.";non_debt
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/6522/
--none--";non_debt
"- This patch passes all tests.
- This patch merges cleanly.
- This patch adds no public classes.";non_debt
"@dandy10 I tried to use beam from this PR but I ended up with the same error still.
I simply cloned the repo, installed dependencies from build-requirements.txt and ran setup.py which completed successfully. Did I miss something or do I have to build anything else as well?";non_debt
" * This patch passes all tests.
 * This patch merges cleanly.
 * This patch adds no public classes.";non_debt
"The changes to update to TS@3.5.1 were relatively minor changes to the type mapping interfaces, and are all in this commit: https://github.com/trxcllnt/arrow/commit/492d1f111bb78b75ca79790beb4654119af93d51#diff-3cc15e0c860bac3718152b2c143638ad
I don't disagree on preferring this to be split out and handled separately, but practically speaking I was working under a number of constraints that made it more difficult. First, TypeScript released v3.3+ with breaking changes to type resolution halfway through the process of working on these features (leading to [this issue]( https://github.com/apache/arrow/issues/4452)).
Second, I was using the new Builders in app code as they were being developed. The apps needed TS 3.5, but wouldn't compile without these fixes, so I had to update Arrow. But the Builders branch was sufficiently different and would have been difficult to track and constantly rebase with that change (and wasn't even done yet), it was easier to do it here.";non_debt
Run Dataflow ValidatesRunner;non_debt
I'm not sure I follow completely.  Do you mean the sections in common? As we can't test the entire topology description as it has changed from the optimization.;non_debt
Network-related parts LGTM;non_debt
Since `GROUPING SETS((year, month), (year), ())`  is valid SQL;non_debt
@tqchen So we actually pass fcreate(json, libmod, device_type_id[0], device_type_id[1], *device_type_id_others), right?;non_debt
 Merged build triggered.;non_debt
@mjsax, would appreciate your feedback on this. Thanks.;non_debt
"Kubernetes integration test status failure
URL: https://amplab.cs.berkeley.edu/jenkins/job/SparkPullRequestBuilder-K8s/41565/";non_debt
FreeBSD build _successful_! See https://ci.trafficserver.apache.org/job/Github-FreeBSD/385/ for details.;non_debt
IGNITE-5103 - Server drops client node from cluster when no metrics uâ€¦;non_debt
Then, I would suggest using `shuffle` as a prefix and omit the `netty` part. I tried to align the REST API response with the metrics naming here.;non_debt
retest this please;non_debt
Test Passed.  https://jenkins.esgyn.com/job/Check-PR-master/1540/;non_debt
Build Success with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder2.1/2677/;non_debt
[MXNET-1187] Added Java SSD Inference Tutorial for website;non_debt
" * This patch **fails Spark unit tests**.
 * This patch merges cleanly.
 * This patch adds no public classes.";non_debt
This pull request has been closed due to lack of activity. If you think that is incorrect, or the pull request requires review, you can revive the PR at any time.;non_debt
I've changed the `TestUtils.createServer()` to include the `threadNamePrefix` when creating a KafkaServer in tests.;non_debt
retest this please;non_debt
merging if no more comment;non_debt
"df80c15 - copy-pasting sources from `iceberg-hive-metastore` 0.11.x, this commit **should not need a review**
**Please review:** fff81a7 - Changes needed compared to Iceberg repo to make tests pass:
- Extra conf setting in TestHiveMetastore#initConf: https://github.com/apache/hive/commit/fff81a77632995b25d930b85f50a3bf49a46bc7f#diff-454838f58a7e8537062a492232ebeaff66cb75051a4d2591ce54bbd1a1779fa5R223
- Database location URI behaves differently in upstream Hive: https://github.com/apache/hive/commit/fff81a77632995b25d930b85f50a3bf49a46bc7f#diff-70672eb7a795f778b743e1965d02f66a0d4f918c551dadcefd9b4864e9a93522R555
and https://github.com/apache/hive/commit/fff81a77632995b25d930b85f50a3bf49a46bc7f#diff-5173630509f49d2e68c1f0b06ea0d47166ff2e7dd0154bf24c763662546d90e6R405
Added the same checkstyle files as for iceberg-handler.
Moved `AssertHelpers` to iceberg-catalog test sources.
Deleted `TestHiveMetastore` from iceberg-handler (since it's already in iceberg-catalog) but ported over the changes from the previous commit.";non_debt
