text;classification
"Raise the threshold of using MMAP for inverted index creation from 100M to 2G (#4358)
We have experienced very high GC stopping the thread time while generating huge inverted index with MMAP files
Writing to MMAP files could potentially cause super long stopping the thread time and cause the server/minion lose ZK connection
Raise the threshold to 2G (use direct memory if value buffer size is smaller than 2G) to solve the issue
Generating extremely large inverted index (over 500M values) could still face the same issue, but we want to keep the threshold to prevent running out of direct memory";non_debt
Merge branch 'tp32';non_debt
"KAFKA-9330: Skip `join` when `AdminClient.close` is called in callback thread (#7866)
The close method calls `Thread.join` to wait for AdminClient thread to
die, but if the close is called in the api completion callback, `join`
waits forever, as the thread calling `join` is same as the thread it
wants to wait to die.
This change checks for this condition and skips the join. The thread
will then return to main loop, where it will check for this condition
and exit.";non_debt
Merge branch 'master' of https://git-wip-us.apache.org/repos/asf/incubator-phoenix;non_debt
Algebra test for custom aggregates.;non_debt
Screwed up the conflicts on rebasing.  Fixorz orz orz;non_debt
Updating RELEASE_NOTES after 1.2.0 release;non_debt
[CALCITE-4019] Visit SqlInsert with SqlShuttle cause NullPointerException (Xu ZhaoHui);non_debt
Minor changes;non_debt
Coverity CID #1021871 Dereference null return value;non_debt
Commit test to see if BJ notices CVS changes;non_debt
This closes #3057;non_debt
"Revert ""Add a first README.md file (at least to trigger the github mirroring)""
This reverts commit 11e842717f70298a4ea8436363b3101117685f60 in preparation for the initial code drop.";non_debt
"TS-898: ensure cache span probe closes file descriptors
Add a new helper class xfd (by analogy to xptr). This ensures that
the opened file descriptor is always closed in every error path.
Coverity #1196462";non_debt
Make Pool and Lease implement Closeable;non_debt
"[FLINK-5907] [java] Fix handling of trailing empty fields in CsvInputFormat.
This closes #3417.";non_debt
close merge readers before checkpoint, so IFD can delete the files;non_debt
"ARROW-7842: [Rust] [Parquet] Arrow list reader
This is a port of #6770 to the parquet-writer branch.
We'll have more of a chance to test this reader,and ensure that we can roundtrip on list types.
Closes #8449 from nevi-me/ARROW-7842-cherry";non_debt
Fix milo schema problem;non_debt
Use the released camel 1.3.0;non_debt
[hotfix][avro] Fix AvroRowSerializationSchema doesn't support TIMESTAMP type;non_debt
HIVE-8776: Generate MapredLocalWork in SparkMapJoinResolver [Spark Brach] (Chao via Xuefu);non_debt
[CXF-7201] Ending up with optionally converting a clear form UserInfo to String;non_debt
Upgrade Jackson to version 2.8.4;non_debt
fix: clean up prop type errors in jest tests (#11120);non_debt
"[SPARK-7785] [MLLIB] [PYSPARK] Add __str__ and __repr__ to Matrices
Adding __str__ and  __repr__ to DenseMatrix and SparseMatrix
Closes #6342 from MechCoder/spark-7785 and squashes the following commits:
7b9a82c [MechCoder] Add tests for greater than 16 elements
b88e9dd [MechCoder] Increment limit to 16
1425a01 [MechCoder] Change tests
36bd166 [MechCoder] Change str and repr representation
97f0da9 [MechCoder] zip is same as izip in python3
94ca4b2 [MechCoder] Added doctests and iterate over values instead of colPtrs
b26fa89 [MechCoder] minor
394dde9 [MechCoder] [SPARK-7785] Add __str__ and __repr__ to Matrices";non_debt
Include the exception from urllib in wget test;non_debt
"Merge pull request #408 from apache/christ/win_puppet_add_modules_dir
Adding in a blank folder with .keep in it to make Windows work.";non_debt
Refactored sharding to be sub package of serialization for clean dependencies.;non_debt
# gg-9470-rename;non_debt
[HOTFIX] for SYSTEMML-1731;non_debt
SOLR-10651: fix docs ...;non_debt
"Add --unparse option to performance subcommand of CLI
in order to measure performance of unparsing an infoset
DFDL-1336";non_debt
Fix npe;non_debt
Merge branch '0.12-dev' of https://github.com/apache/incubator-weex into 0.12-dev-web;non_debt
"Merge pull request #1656 from shapeblue/4.9-fk410to420fix
CLOUDSTACK-9466: Fix fk constraint failure in upgrade pathIn the 4.1.0-4.2.0 db upgrade path, it creates new tables to store secondary
the upgrade path, it first tries to migrate NFS storage pool where it excludes
storage pools which have been removed, but it migrates all the volumes without
checking if their storage pools have been removed. This causes fk constraint
failure as the volume/row being inserted refers to a storage pool which does
not exist in the image_store table.
The fix migrates all the nfs storage pools to image_store including removed
storage pools and in doing so migrates with the 'removed' field. This fixes
db upgrade for old pre-4.0 and 4.0/4.1 CloudStack clouds.
/cc @jburwell @PaulAngus @karuturi @abhinandanprateek @murali-reddy
* pr/1656:
  CLOUDSTACK-9466: Fix fk constraint failure in upgrade path";non_debt
Merge pull request #6529: [BEAM-5533] fix import error in the dependency tool;non_debt
LUCENE-7590: make (Sorted)NumericDocValuesStats public;non_debt
Use WANT for client SSL to have test working on more platforms;non_debt
"Empty task intervals, and empty lock intervals, aren't useful.
So prevent them from being created, through checks in AbstractFixedIntervalTask
and TaskLockbox.tryLock.";non_debt
Versions for 1.2.9 release;non_debt
Removed Camel-Context remaining stuff;non_debt
Merge branch 'master' of https://github.com/apache/incubator-echarts;non_debt
HDDS-1750. Add block allocation metrics for pipelines in SCM. Contributed by Lokesh Jain. (#1047);non_debt
"Merge pull request #461 from jbonofre/AMQ-7410
[AMQ-7410] Align dependencies with Apache Karaf";non_debt
Fix the gogo webconsole plugin which has been broken recently;non_debt
"THRIFT-4206: Fix decoding of strings in containers with py:dynamic and py:utf8strings
Client: py
_read_by_ttype and _write_by_ttype must be using the *element* spec
and not the container spec when determining the correct read/write
handler.
This closes #1273";non_debt
SOLR-12913: Add recip and expand percentile docs;non_debt
"Merge pull request #611 from jbonofre/KARAF-5911
[KARAF-5911] Restrict XML entities";non_debt
doc: installation steps for Mac OSX.;non_debt
Shade all jackson packages in thirdeye-hadoop (#1391);non_debt
renamed build() to create() and create() to build() for the Builder pattern throughout TP3. Updated docs as well.;non_debt
YARN-5226. Remove AHS enable check from LogsCLI#fetchAMContainerLogs. Contributed by Xuan Gong.;non_debt
popup sample;non_debt
limits :id to a number;non_debt
"[SPARK-7279] Removed diffSum which is theoretical zero in LinearRegression and coding formating
Closes #5809 from dbtsai/format and squashes the following commits:
6904eed [DB Tsai] triger jenkins
9146e19 [DB Tsai] initial commit";non_debt
"[SPARK-29456][WEBUI] Improve tooltip for Session Statistics Table column in JDBC/ODBC Server Tab
What changes were proposed in this pull request?
Some of the columns of JDBC/ODBC tab  Session info in Web UI are hard to understand.
Add tool tip for Start time, finish time , Duration and Total Execution
Why are the changes needed?
To improve the understanding of the WebUI
Does this PR introduce any user-facing change?
No
How was this patch tested?
manual test
Closes #26138 from PavithraRamachandran/JDBC_tooltip.";non_debt
"JENA-1085: Common pattern for transaction lifecycle. Always call index operations.
Merge commit 'refs/pull/108/head' of github.com:apache/jena
This closes #108.";non_debt
CAMEL-15807: Fixed regression with Simple language contains function.;non_debt
Merge branch 'master' of https://github.com/ecomfe/echarts;non_debt
"Merge pull request #181 from mistercrunch/time_grain
Dynamic time granularity on any datetime column";non_debt
"LibsvmIter Doc Updates (#8111)
* add clarification to libsvm iter
* add reset notes
* add reset notes
* also update csv iter";non_debt
kif updates + set notify to true for hipchat;non_debt
for #660: hidden positionValueMap & positionIndexMap;non_debt
"JcloudsLocation waitForSshable uses timeout for connections and sessions
Rather than only PROP_SSH_TRIES.";non_debt
# sprint-25-rc3: added test for queue/future;non_debt
contribution from Dror Matalon;non_debt
doc: add doc for how to write plugin.(#909);non_debt
Commit 2 for integrated security. [#118023915];non_debt
61183: Maven setup - Restructure for Maven Setup;non_debt
restored from master;non_debt
"[SPARK-25689][FOLLOW-UP][CORE] Get proxy user's delegation tokens
## What changes were proposed in this pull request?
This pr makes it get proxy user's delegation token, otherwise throws `AccessControlException`([full log](https://issues.apache.org/jira/browse/SPARK-25689?focusedCommentId=16780609&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-16780609)):
How to reproduce this issue:
## How was this patch tested?
Test on our production environment.
Closes #23922 from wangyum/SPARK-25689.";non_debt
LUCENE-5357: Upgrade StandardTokenizer and UAX29URLEmailTokenizer to Unicode 6.3 update UAX29URLEmailTokenizer's recognized top level domains in URLs and Emails from the IANA Root Zone Database.;non_debt
"bug 5356: Adding Started event for ROUTER.DESTROY when we destroy a domR as a part of account delete.
status 5356: resolved fixed";non_debt
"Merge branch 'cassandra-2.0' into cassandra-2.1
Conflicts:
	CHANGES.txt";non_debt
Upgrade Dropbox to version 3.0.8;non_debt
Merged in with trunk;non_debt
"Add 'src/couch_log/' from commit '194db1adeafd9d5b434ae22b06aecdcb8635863e'
git-subtree-dir: src/couch_log
git-subtree-mainline: 0166e381dd07e2566a05e90f6c18b6b86413ab0c
git-subtree-split: 194db1adeafd9d5b434ae22b06aecdcb8635863e";non_debt
SPOI-4604 #resolve #comment provide a search function;non_debt
[TE] frontend - harleyjj/packages - remove bower from frontend (#5460);non_debt
Upgrade Libphonenumber and related bundle to version 8.10.8;non_debt
ACCUMULO-4778 Fix findbugs failure;non_debt
ACCUMULO-3795 add scanner batch timeout;non_debt
Fixed CS;non_debt
AMBARI-1150. Installer Wizard - Retry feature in Deploy step (Step 9) is broken. (yusaku);non_debt
CLOUDSTACK-2650 setting vm ip null in user_ip_address when static nat ip;non_debt
"[CALCITE-1424] Druid type is called FLOAT, not DOUBLE (Jiarong Wei)
Close apache/calcite#301";non_debt
Merge branch 'cassandra-3.0' into cassandra-3.11;non_debt
Merge branch '2.0';non_debt
# IGNITE-187 Fixes after TC run.;non_debt
Update TomcatNodeIntegrationTest to work with new config mechanism for specifying the WAR file;non_debt
Merge branch 'cassandra-3.9' into trunk;non_debt
"https://issues.apache.org/jira/browse/AMQ-3182 - JAAS PropertiesLoginModule does not maintain internal validity state, so will commit in error after an invalid login attempt
https://issues.apache.org/jira/browse/AMQ-3183 - Set JMSXUserID value based on authenticated principal
Fixed up PropertiesLoginModule such that it maintains login state and only commits on success. Added attribute brokerService useAuthenticatedPrincipalForJMXUserID to indicate
that the first authenticated user principal should be used for the userName and hense by the userId broker when populateJMSXUserID is set. In the absense of a principal the
userName is unchanged.";non_debt
Component docs;non_debt
Adding condition to check the availability of groups in the application parser;non_debt
Adding macro ds_add;non_debt
Some junit assertion optimisations;non_debt
Merge branch 'FINERACT-470' into develop;non_debt
CAMEL-10141: make camel-testng tests pass on Java 9;non_debt
fixing test;non_debt
"Remove test/brooklyn.entity.proxying.MyEntity
- Instead use TestEntity";non_debt
"[SPARK-22778][KUBERNETES] Added the missing service metadata for KubernetesClusterManager
## What changes were proposed in this pull request?
This PR added the missing service metadata for `KubernetesClusterManager`. Without the metadata, the service loader couldn't load `KubernetesClusterManager`, and caused the driver to fail to create a `ExternalClusterManager`, as being reported in SPARK-22778. The PR also changed the `k8s:` prefix used to `k8s://`, which is what existing Spark on k8s users are familiar and used to.
## How was this patch tested?
Manual testing verified that the fix resolved the issue in SPARK-22778.
/cc vanzin felixcheung jiangxb1987
Closes #19972 from liyinan926/fix-22778.";non_debt
